Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Propertycount,Price
3,h,Inmobiliaria NuevaVida,19-08-2017,5.4,28012,3.0,2.0,4.0,733.0,,,Usera,10331,1775000
3,u,Inmobiliaria Bankia,19-08-2017,7.3,28007,3.0,2.0,2.0,,,1980.0,Fuencarral-El Pardo,2671,1360000
3,h,Inmobiliaria La Playa,19-08-2017,7.3,28028,3.0,2.0,2.0,664.0,188,1930.0,Moratalaz,2671,2118000
3,h,Inmobiliaria NuevaVida,19-08-2017,26.0,28006,3.0,1.0,2.0,837.0,130,1960.0,Hortaleza,4654,710000
3,h,Century 21,19-08-2017,26.0,28005,3.0,2.0,1.0,862.0,162,1986.0,Chamberí,4654,780000
2,u,Inmobiliaria Grupo Fincasa,19-08-2017,5.9,28028,,,,,,,Centro,394,820000
3,h,Inmobiliaria Fincas Asesoria,19-08-2017,31.7,28013,3.0,2.0,,,126,2003.0,Arganzuela,3553,401500
3,h,Remax,19-08-2017,16.3,28024,3.0,1.0,1.0,537.0,103,1975.0,Hortaleza,8279,700000
3,h,Inmobiliaria Novo,19-08-2017,15.5,28019,3.0,1.0,3.0,,116,1960.0,Villa de Vallecas,2004,590000
3,t,Engel & Völkers,19-08-2017,12.7,28030,,,,,,,Salamanca,4168,704000
2,h,Century 21,19-08-2017,6.4,28013,2.0,1.0,2.0,208.0,,,Puente de Vallecas,3873,610000
2,u,Inmobiliaria NuevaVida,19-08-2017,6.4,28012,2.0,2.0,1.0,,,,Embajadores,3873,420000
3,h,Housell,19-08-2017,8.4,28031,3.0,2.0,2.0,,,1970.0,Lavapiés,8801,1375000
2,u,Century 21,19-08-2017,8.4,28007,2.0,1.0,1.0,,92,1950.0,Puente de Vallecas,8801,735000
3,h,Remax,19-08-2017,8.4,28032,3.0,2.0,2.0,660.0,172,1940.0,Embajadores,8801,2030000
4,h,Engel & Völkers,19-08-2017,8.4,28005,4.0,3.0,2.0,,285,1930.0,Moncloa-Aravaca,8801,2990000
3,h,Inmobiliaria Zome,19-08-2017,8.4,28016,3.0,2.0,1.0,460.0,123,1910.0,Barajas,8801,1800000
4,h,Tecnocasa,19-08-2017,4.3,28012,4.0,2.0,2.0,650.0,174,2000.0,Arganzuela,4918,1500000
3,t,Gilmar,19-08-2017,11.4,28018,3.0,2.0,2.0,305.0,,,Chueca,2397,1125000
2,u,Look & Find,19-08-2017,17.4,28010,2.0,1.0,1.0,,104,1960.0,Latina,4704,333000
3,h,Housell,19-08-2017,29.8,28001,3.0,1.0,1.0,602.0,108,1980.0,Barajas,4718,460000
3,t,Inmobiliaria Zome,19-08-2017,20.0,28024,3.0,2.0,1.0,332.0,,,Embajadores,6162,881000
3,h,Vivienda2,19-08-2017,20.0,28027,3.0,1.0,2.0,,,,Malasaña,6162,925000
1,u,Inmobiliaria La Playa,19-08-2017,20.0,28006,1.0,1.0,1.0,,45,1970.0,Cuzco,6162,350000
3,h,Inmobiliaria Fincas Asesoria,19-08-2017,25.9,28028,3.0,2.0,2.0,180.0,,,Usera,5812,430000
3,h,Inmobiliaria Grupo Fincasa,19-08-2017,25.9,28022,3.0,2.0,2.0,410.0,135,2012.0,Ciudad Lineal,5812,547000
4,h,Inmobiliaria NuevaVida,19-08-2017,25.9,28019,4.0,2.0,2.0,,157,2008.0,Chueca,5812,575000
3,h,Inmobiliaria Interlar,19-08-2017,3.0,28029,3.0,2.0,0.0,,174,1900.0,Tetuán,2019,3500000
3,h,Vivienda2,19-08-2017,3.0,28014,3.0,1.0,1.0,,,,Chueca,2019,2220000
4,h,Century 21,19-08-2017,17.9,28031,4.0,1.0,2.0,,,1980.0,Usera,10529,652500
3,h,Inmobiliaria Zome,19-08-2017,17.9,28029,3.0,1.0,1.0,290.0,,,Moratalaz,10529,470000
3,h,Inmobiliaria Interlar,19-08-2017,17.9,28010,3.0,2.0,2.0,,142,1985.0,Chueca,10529,671000
2,u,Tecnocasa,19-08-2017,17.9,28010,2.0,1.0,1.0,,,1990.0,Malasaña,10529,397000
2,u,Inmobiliaria Grupo Fincasa,19-08-2017,17.2,28019,2.0,1.0,1.0,,,2000.0,Chueca,6871,700000
3,h,Inmobiliaria MetroCuadrado,19-08-2017,10.2,28018,3.0,2.0,2.0,,,,Embajadores,2079,1600000
3,h,Inmobiliaria Grupo Fincasa,19-08-2017,16.2,28011,3.0,1.0,2.0,204.0,102,2000.0,Moncloa-Aravaca,3891,756000
4,h,Inmobiliaria Barreras,19-08-2017,16.2,28024,4.0,2.0,3.0,,240,,Vicálvaro,3891,1050000
3,h,Inmobiliaria Fincas Asesoria,19-08-2017,14.3,28017,3.0,2.0,2.0,,111,1950.0,Barajas,2555,901000
3,h,Inmobiliaria Don Piso,19-08-2017,26.5,28018,,,,,,,Chamberí,8280,702000
3,h,Redpiso,19-08-2017,21.5,28005,3.0,1.0,2.0,,,,Chamartín,3650,1150000
3,h,Inmobiliaria Interlar,19-08-2017,31.6,28020,3.0,1.0,0.0,915.0,101,1970.0,Ciudad Lineal,3532,515000
3,u,Century 21,19-08-2017,14.2,28031,3.0,2.0,1.0,,,2006.0,Centro,13366,875000
3,t,Inmobiliaria Soluciones,19-08-2017,14.2,28016,3.0,2.0,2.0,,,,Salamanca,13366,1150000
4,h,Inmobiliaria La Playa,19-08-2017,14.2,28010,4.0,2.0,2.0,570.0,,,Chamberí,13366,1750000
5,h,Century 21,19-08-2017,14.2,28024,5.0,3.0,2.0,,365,2010.0,Malasaña,13366,1940000
4,h,Inmobiliaria Habita2,19-08-2017,14.2,28004,4.0,2.0,2.0,800.0,160,1970.0,Ciudad Lineal,13366,1340000
4,h,Alfa Inmobiliaria,19-08-2017,10.1,28012,4.0,1.0,2.0,,,,Malasaña,4442,1388000
3,h,Inmobiliaria Habita2,19-08-2017,34.1,28017,3.0,2.0,2.0,,130,1998.0,Paseo de la Castellana,9376,570000
3,t,Inmobiliaria NuevaVida,19-08-2017,10.4,28013,3.0,2.0,1.0,317.0,210,2012.0,Moratalaz,2291,1150000
2,t,Vivienda2,19-08-2017,22.7,28012,,,,,,,Retiro,11806,480000
2,t,Donpiso,19-08-2017,1.8,28014,2.0,2.0,1.0,,136,2001.0,Villa de Vallecas,6821,1220000
2,u,Inmobiliaria Habita2,19-08-2017,5.3,28016,2.0,2.0,2.0,,90,2014.0,Paseo de la Castellana,11364,754000
3,h,Inmobiliaria MetroCuadrado,19-08-2017,5.3,28020,3.0,2.0,2.0,,142,2013.0,Villa de Vallecas,11364,1180000
3,h,Inmobiliaria Fincas Asesoria,19-08-2017,16.7,28022,3.0,1.0,1.0,,143,1970.0,Arganzuela,902,1001000
3,t,Look & Find,19-08-2017,15.4,28007,3.0,2.0,2.0,,138,2014.0,Vicálvaro,4973,860000
3,h,Redpiso,19-08-2017,15.4,28026,3.0,1.0,1.0,757.0,125,1953.0,Arganzuela,4973,1218000
3,h,Inmobiliaria Grupo Fincasa,19-08-2017,11.2,28014,3.0,2.0,1.0,,120,1970.0,Retiro,2651,850000
3,t,Redpiso,19-08-2017,12.3,28015,3.0,2.0,1.0,,,,Salamanca,2547,905000
2,h,Inmobiliaria Barreras,19-08-2017,15.5,28019,2.0,1.0,3.0,697.0,,,Embajadores,3692,955500
6,h,Inmobiliaria Interlar,19-08-2017,15.5,28004,6.0,3.0,2.0,,257,1989.0,Puente de Vallecas,3692,1210000
1,u,Remax,19-08-2017,11.4,28005,1.0,1.0,1.0,,40,1988.0,Villa de Vallecas,3578,345000
3,h,Housell,19-08-2017,11.4,28013,3.0,1.0,2.0,369.0,,,Barajas,3578,1005500
4,h,Inmobiliaria Habita2,19-08-2017,47.3,28019,4.0,2.0,2.0,,177,2011.0,Chamartín,17384,442000
3,u,Inmobiliaria Tecnorete,19-08-2017,21.5,28002,3.0,2.0,2.0,,114,1970.0,Latina,5087,742000
3,h,Redpiso,19-08-2017,8.5,28020,3.0,1.0,1.0,546.0,103,1950.0,Puente de Vallecas,7485,980000
3,t,Inmobiliaria Proincasa,19-08-2017,8.5,28004,,,,,,,Villaverde,7485,685000
2,t,Inmobiliaria MetroCuadrado,19-08-2017,8.5,28031,2.0,1.0,1.0,100.0,105,2012.0,Tetuán,7485,585500
4,h,Inmobiliaria Interlar,19-08-2017,14.7,28004,,,,,,,Ciudad Universitaria,15542,690000
3,h,Inmobiliaria Soluciones,19-08-2017,3.5,28018,3.0,1.0,0.0,340.0,,,Villaverde,8648,1230000
2,u,Vivienda2,19-08-2017,3.5,28031,2.0,2.0,1.0,,115,2000.0,Moratalaz,8648,1020000
3,h,Inmobiliaria Grupo Fincasa,19-08-2017,3.5,28023,3.0,2.0,0.0,,,,Ciudad Lineal,8648,1265000
3,h,Inmobiliaria Don Piso,19-08-2017,4.6,28022,,,,,,,Malasaña,7717,1100000
3,h,Alfa Inmobiliaria,19-08-2017,8.4,28010,3.0,1.0,2.0,529.0,144,1970.0,Ciudad Universitaria,14577,961000
3,h,Remax,19-08-2017,8.4,28008,3.0,1.0,2.0,464.0,,,La Latina,14577,1001000
3,u,Redpiso,19-08-2017,8.4,28017,3.0,2.0,1.0,,,,Embajadores,14577,790000
3,h,Inmobiliaria Tecnorete,19-08-2017,12.0,28014,3.0,1.0,2.0,653.0,120,1950.0,Cuzco,21650,876000
2,u,Gilmar,19-08-2017,12.0,28008,,,,,,,Ciudad Lineal,21650,560000
2,h,Inmobiliaria Activa,19-08-2017,12.0,28025,,,,,,,Embajadores,21650,480000
2,h,Inmobiliaria MetroCuadrado,19-08-2017,12.0,28022,2.0,2.0,2.0,,107,1930.0,San Blas-Canillejas,21650,971000
4,h,Inmobiliaria NuevaVida,19-08-2017,12.0,28019,4.0,2.0,4.0,576.0,150,1940.0,Carabanchel,21650,866000
3,h,Alfa Inmobiliaria,19-08-2017,12.0,28004,3.0,1.0,3.0,586.0,120,1960.0,Vicálvaro,21650,775500
4,h,Inmobiliaria Tecnorete,19-08-2017,12.0,28001,4.0,2.0,2.0,743.0,,,Chamartín,21650,920000
4,h,Century 21,19-08-2017,12.0,28010,4.0,1.0,3.0,,145,1930.0,Lavapiés,21650,1175000
3,h,Inmobiliaria Novo,19-08-2017,12.0,28016,3.0,1.0,4.0,,138,1960.0,Moncloa-Aravaca,21650,790000
2,h,Donpiso,19-08-2017,2.4,28029,2.0,1.0,2.0,,103,1971.0,Salamanca,14949,1975000
2,u,Inmobiliaria Grupo Fincasa,19-08-2017,2.4,28027,2.0,1.0,2.0,,77,2000.0,Lavapiés,14949,580000
3,h,Remax,19-08-2017,19.9,28028,3.0,1.0,2.0,,133,1985.0,Puente de Vallecas,7785,720000
3,h,Alfa Inmobiliaria,19-08-2017,21.3,28011,3.0,1.0,1.0,,,,Chamberí,4407,1120000
3,h,Inmobiliaria Tecnorete,19-08-2017,8.9,28028,3.0,1.0,3.0,,80,1950.0,Arganzuela,3540,1051500
3,h,Gilmar,19-08-2017,20.6,28032,3.0,1.0,2.0,368.0,,,Moratalaz,5833,400000
3,t,Inmobiliaria MetroCuadrado,19-08-2017,15.2,28022,3.0,2.0,2.0,,,,La Latina,4497,1000000
3,t,Inmobiliaria Fincas Asesoria,19-08-2017,15.2,28011,,,,,,,Ciudad Universitaria,4497,1450000
5,h,Inmobiliaria Soluciones,19-08-2017,35.4,28005,5.0,3.0,3.0,,302,1977.0,Tetuán,8077,850000
3,h,Inmobiliaria MetroCuadrado,19-08-2017,1.9,28029,3.0,1.0,,128.0,130,1880.0,Embajadores,5943,1412000
5,h,Redpiso,19-08-2017,20.5,28029,5.0,3.0,2.0,582.0,175,2000.0,La Latina,7969,597000
3,h,Tecnocasa,19-08-2017,2.7,28025,3.0,2.0,2.0,462.0,,,Embajadores,14887,1400000
1,u,Inmobiliaria Proincasa,19-08-2017,2.7,28029,1.0,1.0,,,,1975.0,La Latina,14887,290000
2,h,Century 21,19-08-2017,6.2,28011,2.0,1.0,1.0,243.0,,,Retiro,1223,782500
2,u,Inmobiliaria Grupo Fincasa,19-08-2017,6.2,28015,,,,,,,Paseo de la Castellana,1223,601000
3,h,Look & Find,19-08-2017,22.2,28008,3.0,1.0,3.0,775.0,,,Embajadores,4054,750000
3,h,Donpiso,19-08-2017,14.0,28008,3.0,1.0,2.0,557.0,138,1985.0,Carabanchel,14042,626000
4,h,Inmobiliaria NuevaVida,19-08-2017,14.0,28032,4.0,1.0,,,,,Tetuán,14042,703000
1,u,Inmobiliaria MetroCuadrado,19-08-2017,5.0,28014,1.0,1.0,1.0,,52,2002.0,Villa de Vallecas,13240,465000
3,h,Alfa Inmobiliaria,19-08-2017,8.2,28025,3.0,1.0,2.0,534.0,149,1960.0,Tetuán,389,1000000
3,h,Gilmar,19-08-2017,31.7,28020,3.0,1.0,1.0,664.0,,,Carabanchel,14092,480500
3,h,Inmobiliaria Fincas Asesoria,19-08-2017,31.7,28028,3.0,2.0,2.0,650.0,,,La Latina,14092,431250
4,h,Inmobiliaria Barreras,19-08-2017,31.7,28031,4.0,2.0,2.0,,,,Embajadores,14092,555000
4,h,Inmobiliaria Activa,19-08-2017,31.7,28004,4.0,2.0,2.0,,298,2005.0,Chueca,14092,825000
3,h,Century 21,19-08-2017,10.5,28026,3.0,1.0,3.0,331.0,123,1995.0,Retiro,4217,502500
3,u,Inmobiliaria Bankia,19-08-2017,10.5,28027,,,,,,,Malasaña,4217,580000
3,h,Inmobiliaria La Playa,19-08-2017,10.5,28028,3.0,1.0,1.0,650.0,117,1965.0,Puente de Vallecas,6763,650000
7,h,Inmobiliaria Barreras,19-08-2017,10.5,28027,7.0,2.0,4.0,,,,Tetuán,6763,780000
3,h,Redpiso,19-08-2017,10.2,28031,3.0,1.0,2.0,,108,1985.0,Moncloa-Aravaca,5457,1366000
4,h,Inmobiliaria Zome,19-08-2017,10.2,28001,,,,,,,Chueca,5457,2100000
5,h,Inmobiliaria Fincas Asesoria,19-08-2017,10.2,28017,5.0,3.0,2.0,368.0,,,Retiro,5457,1825000
3,h,Tecnocasa,19-08-2017,10.2,28019,3.0,2.0,2.0,1004.0,,,Centro,5457,2567500
4,h,Inmobiliaria Bankia,19-08-2017,18.0,28017,,,,,,,Hortaleza,4242,726000
3,h,Idealista,19-08-2017,15.5,28018,3.0,2.0,2.0,,159,2000.0,Paseo de la Castellana,5336,600000
4,h,Inmobiliaria La Playa,19-08-2017,15.5,28030,4.0,2.0,2.0,,35,1980.0,Fuencarral-El Pardo,6202,1700000
4,h,Inmobiliaria Don Piso,19-08-2017,15.5,28021,4.0,2.0,2.0,779.0,185,1980.0,Ciudad Universitaria,6202,1150000
4,h,Century 21,19-08-2017,12.4,28002,4.0,2.0,2.0,887.0,195,1970.0,Chamartín,5420,1280000
4,h,Inmobiliaria La Playa,19-08-2017,12.4,28032,4.0,2.0,2.0,,265,2000.0,La Latina,5420,1495000
2,t,Housell,19-08-2017,7.0,28008,,,,,,,Fuencarral-El Pardo,8870,750000
3,t,Inmobiliaria NuevaVida,19-08-2017,7.0,28013,,,,,,,Retiro,8870,880000
2,h,Inmobiliaria Don Piso,19-08-2017,7.0,28024,2.0,1.0,1.0,277.0,,,Carabanchel,8870,1200000
2,t,Inmobiliaria Proincasa,19-08-2017,7.0,28010,,,,,,,Cuzco,8870,625000
1,u,Inmobiliaria Interlar,19-08-2017,7.0,28018,1.0,1.0,1.0,,48,1970.0,Chueca,8870,351000
1,u,Inmobiliaria Gicoc,19-08-2017,4.1,28022,1.0,1.0,1.0,,26,1970.0,Barajas,7217,250000
3,u,Inmobiliaria Grupo Fincasa,19-08-2017,4.1,28025,3.0,2.0,1.0,,,1960.0,Malasaña,7217,1000000
4,h,Inmobiliaria NuevaVida,19-08-2017,18.4,28006,4.0,2.0,2.0,512.0,,,Villaverde,5811,635000
3,u,Inmobiliaria Novo,19-08-2017,12.9,28023,,,,,,,Carabanchel,3296,527000
4,h,Redpiso,19-08-2017,12.9,28005,4.0,2.0,1.0,,,,Arganzuela,3296,660000
3,h,Remax,19-08-2017,12.9,28018,3.0,1.0,2.0,,,2000.0,Paseo de la Castellana,3296,565500
3,u,Redpiso,19-08-2017,12.9,28026,3.0,1.0,1.0,,,,Embajadores,3296,500000
5,h,Tecnocasa,19-08-2017,17.2,28010,5.0,2.0,2.0,891.0,177,1980.0,Paseo de la Castellana,4181,1300000
4,h,Housell,19-08-2017,17.2,28018,4.0,2.0,2.0,784.0,,,Chamberí,4280,1138000
5,h,Inmobiliaria MetroCuadrado,19-08-2017,17.2,28029,5.0,3.0,2.0,882.0,212,1970.0,Hortaleza,4280,1360000
5,h,Inmobiliaria Activa,19-08-2017,17.2,28002,5.0,2.0,2.0,786.0,,,Embajadores,4280,1300000
4,h,Inmobiliaria Habita2,19-08-2017,8.9,28008,4.0,2.0,2.0,1113.0,,,Lavapiés,2698,1612000
4,h,Inmobiliaria Gicoc,19-08-2017,14.7,28018,4.0,2.0,2.0,842.0,,,Salamanca,5424,1150000
5,h,Inmobiliaria Gicoc,19-08-2017,14.7,28011,5.0,3.0,2.0,634.0,294,2000.0,Ciudad Lineal,7082,1235000
4,h,Century 21,19-08-2017,21.1,28016,4.0,2.0,2.0,4168.0,,,Villaverde,2003,1600000
3,h,Engel & Völkers,19-08-2017,14.5,28004,3.0,1.0,1.0,,123,1960.0,Latina,2329,790000
4,h,Inmobiliaria Gicoc,19-08-2017,14.5,28032,4.0,1.0,1.0,670.0,,1960.0,Usera,2329,900000
3,h,Look & Find,19-08-2017,14.7,28030,3.0,2.0,2.0,536.0,141,1990.0,Hortaleza,16166,490000
3,h,Inmobiliaria Novo,19-08-2017,14.7,28024,3.0,1.0,1.0,299.0,112,2005.0,Vicálvaro,16166,412700
6,h,Inmobiliaria Proincasa,19-08-2017,14.7,28005,6.0,3.0,1.0,,207,1990.0,Lavapiés,16166,591000
4,h,Remax,19-08-2017,6.4,28010,4.0,2.0,2.0,501.0,129,1960.0,Carabanchel,5058,990000
3,h,Inmobiliaria Interlar,19-08-2017,6.4,28026,3.0,2.0,2.0,427.0,119,1936.0,Villa de Vallecas,5058,1100500
3,h,Inmobiliaria La Playa,19-08-2017,6.4,28008,3.0,1.0,1.0,160.0,,,Barajas,5058,675000
3,h,Vivienda2,19-08-2017,6.4,28020,3.0,1.0,5.0,,98,,Latina,5058,805000
3,h,Inmobiliaria Grupo Fincasa,19-08-2017,6.4,28017,3.0,1.0,1.0,,,,Vicálvaro,5058,778000
2,h,Remax,19-08-2017,6.4,28014,2.0,1.0,1.0,332.0,,,Carabanchel,5058,855000
4,h,Inmobiliaria MetroCuadrado,19-08-2017,16.7,28032,4.0,2.0,2.0,650.0,,,Tetuán,7392,1200000
4,h,Inmobiliaria Bankia,19-08-2017,16.7,28011,4.0,3.0,2.0,649.0,,,Usera,7392,1480000
4,h,Inmobiliaria Bankia,19-08-2017,16.7,28022,4.0,2.0,3.0,,245,1980.0,Barajas,7392,1250000
4,h,Housell,19-08-2017,16.7,28019,4.0,2.0,2.0,,176,1978.0,Centro,7392,1136000
4,h,Gilmar,19-08-2017,16.7,28018,4.0,2.0,2.0,657.0,,,Chamberí,7392,1500000
4,h,Engel & Völkers,19-08-2017,16.7,28032,4.0,2.0,2.0,875.0,,,Ciudad Universitaria,7392,1194700
3,h,Inmobiliaria Soluciones,19-08-2017,35.5,28029,3.0,1.0,1.0,,121,2014.0,Malasaña,2170,440000
5,h,Inmobiliaria Interlar,19-08-2017,6.8,28022,5.0,2.0,2.0,840.0,244,1910.0,Arganzuela,6380,2550000
1,u,Inmobiliaria NuevaVida,19-08-2017,4.6,28021,1.0,1.0,1.0,,,1970.0,Fuencarral-El Pardo,4380,420000
4,h,Idealista,19-08-2017,25.5,28019,,,,,,,Puente de Vallecas,2940,467000
4,h,Inmobiliaria Grupo Fincasa,19-08-2017,25.5,28016,,,,,,,Arganzuela,2940,565000
3,h,Idealista,19-08-2017,27.2,28001,3.0,2.0,1.0,300.0,179,,Arganzuela,5262,475000
4,h,Inmobiliaria NuevaVida,19-08-2017,12.7,28015,4.0,2.0,2.0,585.0,212,2014.0,Villa de Vallecas,1369,1025000
2,h,Gilmar,19-11-2016,2.5,28024,2.0,1.0,0.0,147.0,85,1900.0,Usera,4019,1315000
1,u,Look & Find,19-11-2016,2.5,28006,,,,,,,Chamberí,4019,480000
3,t,Inmobiliaria Fincas Asesoria,19-11-2016,13.5,28005,3.0,2.0,1.0,293.0,102,1960.0,Fuencarral-El Pardo,3464,825000
4,h,Gilmar,19-11-2016,6.4,28021,4.0,2.0,2.0,606.0,112,1970.0,Malasaña,2211,1830000
4,h,Inmobiliaria Grupo Fincasa,19-11-2016,6.4,28024,4.0,2.0,2.0,575.0,271,2008.0,Salamanca,2211,2100000
3,h,Inmobiliaria NuevaVida,19-11-2016,13.8,28005,3.0,1.0,2.0,724.0,,,Moratalaz,5301,980000
4,h,Century 21,19-11-2016,13.8,28014,,,,,,,Chueca,5301,1000000
3,h,Inmobiliaria Fincas Asesoria,19-11-2016,11.1,28032,3.0,1.0,3.0,551.0,,,Chamberí,5132,680000
2,t,Inmobiliaria Tecnorete,19-11-2016,11.1,28006,,,,,,,Barajas,5132,510000
3,h,Gilmar,19-11-2016,11.1,28010,3.0,1.0,3.0,602.0,603,,Hortaleza,5132,770000
2,u,Inmobiliaria Gicoc,19-11-2016,6.3,28024,2.0,1.0,1.0,50.0,74,1969.0,Moratalaz,4836,704000
2,u,Inmobiliaria Bankia,19-11-2016,6.3,28023,3.0,1.0,1.0,50.0,98,1970.0,Paseo de la Castellana,4836,620000
2,u,Look & Find,19-11-2016,5.9,28030,2.0,2.0,1.0,50.0,,,Arganzuela,6567,540000
3,h,Inmobiliaria Zome,19-11-2016,5.9,28010,3.0,1.0,2.0,506.0,110,1920.0,Ciudad Universitaria,6567,1037500
3,t,Inmobiliaria Interlar,19-11-2016,5.9,28013,3.0,2.0,2.0,318.0,160,2013.0,Cuzco,6567,1050000
2,u,Housell,19-11-2016,5.9,28030,2.0,1.0,1.0,50.0,65,1970.0,Puente de Vallecas,6567,440000
2,h,Inmobiliaria La Playa,19-11-2016,5.9,28024,2.0,1.0,1.0,325.0,,,Retiro,6567,1010000
3,t,Inmobiliaria Zome,19-11-2016,11.0,28013,3.0,2.0,2.0,153.0,110,1990.0,Villa de Vallecas,3052,900000
3,h,Inmobiliaria MetroCuadrado,19-11-2016,11.0,28002,,,,,,,Villaverde,3052,1570000
3,h,Inmobiliaria Activa,19-11-2016,12.2,28022,3.0,1.0,1.0,557.0,,1960.0,Chamartín,2894,785000
4,h,Redpiso,19-11-2016,12.2,28031,4.0,2.0,2.0,766.0,192,1950.0,Cuzco,2894,1240000
2,u,Housell,19-11-2016,6.6,28002,2.0,1.0,1.0,50.0,,,Chueca,2952,820000
4,h,Inmobiliaria Proincasa,19-11-2016,9.7,28024,4.0,2.0,2.0,752.0,253,1981.0,Moncloa-Aravaca,5682,2188000
2,u,Inmobiliaria Interlar,19-11-2016,9.7,28006,2.0,1.0,1.0,213.0,92,1980.0,Cuzco,5682,755000
4,h,Inmobiliaria Don Piso,19-11-2016,9.2,28023,4.0,2.0,2.0,1010.0,250,1950.0,Cuzco,7809,2205000
3,t,Inmobiliaria NuevaVida,19-11-2016,9.2,28005,3.0,2.0,2.0,349.0,,,Cuzco,7809,1137000
3,h,Inmobiliaria Habita2,19-11-2016,9.2,28020,3.0,2.0,3.0,949.0,175,1940.0,Embajadores,7809,2100000
4,t,Inmobiliaria Bankia,19-11-2016,13.0,28019,,,,,,,Latina,6795,1250000
3,h,Redpiso,19-11-2016,13.0,28015,3.0,2.0,3.0,568.0,,,Villaverde,6795,1448000
4,h,Inmobiliaria MetroCuadrado,19-11-2016,13.0,28001,,,,,,,Chueca,6795,1400000
2,u,Inmobiliaria Gicoc,19-11-2016,13.0,28029,,,,,,,Embajadores,6795,520000
2,u,Vivienda2,19-11-2016,13.0,28028,2.0,1.0,3.0,336.0,109,1960.0,Usera,6795,820000
3,t,Inmobiliaria Activa,19-11-2016,13.0,28029,,,,,,,Chamberí,6795,740000
3,t,Inmobiliaria Bankia,19-11-2016,13.9,28008,3.0,2.0,2.0,230.0,160,2012.0,Cuzco,10969,935000
3,h,Inmobiliaria Don Piso,19-11-2016,13.9,28004,3.0,1.0,2.0,543.0,163,1970.0,Villa de Vallecas,10969,977000
3,h,Redpiso,19-11-2016,13.9,28015,3.0,1.0,2.0,686.0,122,1950.0,Chamartín,10969,1352000
4,h,Alfa Inmobiliaria,19-11-2016,13.9,28021,4.0,2.0,2.0,575.0,160,1960.0,Embajadores,10969,1115000
2,u,Inmobiliaria Activa,19-11-2016,13.1,28030,2.0,1.0,1.0,151.0,82,1970.0,Centro,4605,636000
4,h,Inmobiliaria Activa,19-11-2016,13.1,28032,4.0,2.0,2.0,620.0,,1912.0,Barajas,4605,1625000
4,h,Idealista,19-11-2016,13.1,28015,4.0,2.0,0.0,585.0,,,Hortaleza,4605,1430000
3,h,Inmobiliaria NuevaVida,19-11-2016,13.1,28032,3.0,1.0,2.0,228.0,,2005.0,La Latina,4605,836000
2,h,Inmobiliaria MetroCuadrado,19-11-2016,10.8,28016,2.0,1.0,1.0,599.0,,1960.0,Malasaña,3589,660000
3,t,Inmobiliaria NuevaVida,19-11-2016,10.8,28001,3.0,2.0,1.0,198.0,144,2013.0,Barajas,3589,579000
4,h,Vivienda2,19-11-2016,10.8,28022,4.0,2.0,2.0,599.0,,2008.0,Ciudad Universitaria,3589,856500
3,h,Inmobiliaria Activa,19-11-2016,11.2,28021,,,,,,,Embajadores,10579,1750000
3,h,Alfa Inmobiliaria,19-11-2016,11.2,28032,3.0,1.0,1.0,375.0,,1930.0,Chamartín,10579,1410000
4,h,Engel & Völkers,19-11-2016,11.2,28015,4.0,2.0,2.0,605.0,274,1920.0,Carabanchel,10579,2475000
4,h,Inmobiliaria Bankia,19-11-2016,11.2,28028,4.0,2.0,2.0,732.0,333,1925.0,Fuencarral-El Pardo,10579,2700000
4,h,Vivienda2,19-11-2016,11.2,28029,,,,,,,San Blas-Canillejas,10579,2800000
2,u,Inmobiliaria Activa,19-11-2016,11.2,28023,,,,,,,Chamartín,10579,810000
3,u,Inmobiliaria Proincasa,19-11-2016,11.2,28017,3.0,1.0,1.0,50.0,,,Salamanca,10579,1005000
3,h,Inmobiliaria Habita2,19-11-2016,10.7,28012,3.0,2.0,2.0,486.0,,,Paseo de la Castellana,6938,1400000
3,h,Inmobiliaria Interlar,19-11-2016,10.7,28001,3.0,2.0,2.0,236.0,,,Arganzuela,6938,900000
4,h,Idealista,19-11-2016,10.7,28026,4.0,3.0,2.0,614.0,225,1970.0,Centro,6938,2150000
4,h,Inmobiliaria La Playa,19-11-2016,10.7,28011,4.0,3.0,2.0,798.0,,,Centro,6938,1725000
4,h,Inmobiliaria Activa,19-11-2016,10.7,28012,4.0,2.0,2.0,50.0,,,Ciudad Lineal,6938,1755000
4,h,Inmobiliaria Gicoc,19-11-2016,10.7,28004,,,,,,,Usera,6938,1200000
5,h,Inmobiliaria Zome,19-11-2016,5.2,28005,5.0,2.0,2.0,555.0,266,1890.0,Moncloa-Aravaca,11918,2500000
2,h,Inmobiliaria Barreras,19-11-2016,5.2,28001,2.0,1.0,1.0,298.0,88,1910.0,Moncloa-Aravaca,11918,860000
2,u,Tecnocasa,19-11-2016,5.2,28020,2.0,1.0,1.0,1080.0,66,1960.0,Moratalaz,11918,491000
3,h,Engel & Völkers,19-11-2016,5.2,28018,3.0,2.0,1.0,194.0,,,Chamartín,11918,990000
4,h,Inmobiliaria Gicoc,19-11-2016,5.9,28012,4.0,1.0,1.0,384.0,,,Malasaña,7082,988000
4,h,Idealista,19-11-2016,5.9,28004,,,,,,,Moratalaz,7082,910000
